name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Ethiopia Gediyo Kochere Shifo Washed G1,Ba Yang Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,2.26,92,March 2022,spicetoned floral lavender almond apricot freshcut fir brown sugar in aroma and cup crisply sweet structure with brisk acidity velvety mouthfeel woodframed finish with undertones of lavender and almond,yirgacheffe coffees like this one are largely produced from traditional ethiopian landrace varieties of arabica long grown in the region a wetprocessed or washed version fruit skin and pulp are removed before drying ba yang coffee is a specialty roaster based in new taipei city taiwan  visit wwwrutencomtwstorekikii for more information,a floraldriven spicetoned washed ethiopia cup with rich aromatic wood notes
Colombia Finca La Primavera Sidra,Paradise Roasters,Light,United States,Huila,Colombia,14.11,96,March 2022,delicately aromatic complex citrusy bergamot candied violet cocoa nib honeysuckle pineapple taffy in aroma and cup richly bittersweet structure with bright acidity plush syrupy mouthfeel resonant long flavorladen finish that carries through on the promise of the cup,produced by arnulfo leguizamo of finca la primavera entirely of the admired sidra variety of arabica and processed by the washed method paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins paradise prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,a gorgeous rendition of the sidra variety of arabica from colombia complex lyrical nuanced deep
Ethiopia Natural Guji Dasaya SP,Kakalove Cafe,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.96,95,March 2022,deeply aromatic richly nuanced dried mulberry dark chocolate hazelnut brittle wisteria meyer lemon zest in aroma and cup sweettart structure with bright juicy acidity syrupysmooth mouthfeel cocoa and floraltoned finish with undertones of hazelnut and meyer lemon zest,southern ethiopia coffees like this one are largely produced from distinctive indigenous ethiopia landrace varieties of arabica long grown in the region processed by the natural method dried in the whole fruit kakalove cafe is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,a deep enticing naturalprocessed ethiopia cup with crisp and dried berry notes and sweet florals throughout
Ethiopia Anaerobic Shantawene,SkyTop Coffee,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.88,94,March 2022,vibrantly sweet gently fermenty lime zest tea rose cocoa nib sandalwood a hint of aged tequila in aroma and cup brightly sweet with hightoned acidity plush syrupy mouthfeel in the finish crisp cocoa nib balances the fruit ,certified usda organic produced by  smallholding farmers organized around the testi ayla washing station and processed by the anaerobic natural method fermented in the whole fruit in an oxygenfree vessel skytop coffee is a usda certifiedorganic specialty coffee roaster based in manlius new york for more information visit skytopcoffeecom,a pungent multilayered anaerobically processed ethiopia cup offering a particularly wide range of aroma and flavor notes
Ethiopia Bensa Asefa Qonqana,Jaunt Coffee Roasters,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.64,94,March 2022,juicy bright delicate balanced apricot dark chocolate lilac maple syrup almond butter in aroma and cup crisply sweettart with crisp citrusy acidity vibrantly silky mouthfeel chocolaty fruittoned finish with hints of lilac,produced from indigenous ethiopia landrace varieties of arabica by smallholding farmers surrounding the qonqana washing station operated by the daye bensa group and processed by the traditional washed method fruit skin and flesh are removed from the beans before they are dried jaunt coffee roasters is a san diegobased roaster and caf with an extensive coffee and food menu visit wwwjauntcoffeecom for more information,an harmonious inviting washed ethiopia cup in which fruit flowers and chocolate gracefully commingle
Ethiopia Durato Bombe,Magnolia Coffee,Medium-Light,United States,Bombe Mountains,Sidama Region,5.58,94,March 2022,richly fruitforward deeply chocolaty dried mango chocolate fudge wisteria cedar pistachio in aroma and cup in aroma and cup sweetly tart structure with winy acidity plush syrupy mouthfeel the richtoned finish consolidates to notes of dried mango chocolate fudge and cedar,coffees from the sidama region like this one are produced from distinctive largely indigenous ethiopian landrace varieties of arabica long grown in the region processed by the natural method dried in the whole fruit magnolia coffee is a charlottebased specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with causesupporting coffees visit wwwmagnoliacoffeecocom for more information,an engagingly vibrant deeply sweet richly tart and chocolaty naturalprocessed ethiopia
Ethiopia Washed Shantawene,SkyTop Coffee,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.88,94,March 2022,complex richly sweettart nectarine meyer lemon zest cocoa nib nougat lilac in aroma and cup sweettart structure with juicy balanced acidity delicate satinysmooth mouthfeel the finish consolidates to notes of cocoa nib and meyer lemon,certified usda organic produced by  smallholding farmers organized around the testi ayla washing station and processed by the traditional washed method fruit skin and flesh are removed from the beans before they are dried skytop coffee is a usda certifiedorganic specialty coffee roaster based in manlius new york for more information visit skytopcoffeecom,an elegant stone fruitdriven washed sidama cup with leading notes of nectarine and citrus and a cocoatoned throughline
Indonesia Sumatra Natural Aceh Musara SC19,Kakalove Cafe,Light,Taiwan,Aceh Province,Northern Sumatra Indonesia,4.96,94,March 2022,aromatically intense richly sweetsavory dried plum baking chocolate candycap mushroom lemonthyme bergamot in aroma and cup deep umamirich structure with balanced vibrant acidity full syrupy mouthfeel the finish centers around notes of crisp chocolate and lemon thyme,produced in the aceh province of sumatra and processed by the natural method dried in the whole fruit a method unusual for this region kakalove cafe is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,an unusual naturalprocessed sumatra cup redolent with stone fruit and baking chocolate with umami underpinning
Kenya Washed Kabingara AA,Kakalove Cafe,Medium-Light,Taiwan,Kirinyaga County,South-Central Kenya,5.1,94,March 2022,nuanced multilayered complex red currant honeysuckle pomegranate cocoa nib cedar in aroma and cup sweettart structure with bright vibrant acidity plush syrupysmooth mouthfeel the flavorsaturated finish consolidates to notes of red currant and cocoa nib with undertones of cedar,despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather kenya continues to produce some of the worlds most elegant and distinctive coffees using long established traditional methods kakalove cafe is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,red fruit and crisp cocoa notes characterize this deeply aromatic richly complex classic kenya cup
Honduras Blue Hole Estate,David's Nose,Medium-Light,Taiwan,Honduras,Kirinyaga County,5.66,93,March 2022,deeply sweet fruitforward raspberry coulis cocoa nib freesialike flowers cedar caramelized walnut in aroma and cup sweetly tart structure with delicate acidity very full satinysmooth mouthfeel the finish leads with notes of caramelized walnut and cocoa nib with undertones of freesia,produced at blue hole estate entirely of the catua variety of arabica and processed by the natural method dried in the whole fruit davids nose is a specialty coffee roaster based in taipei taiwan whose founder studied agronomy and has a deep interest in crop quality for more information visit wwwdnosecomtw,spicy florals crisply sweet nut tones and distinct berry notes dominate in this inviting naturalprocessed honduras cup
